pid,Name,Pos,Team,Opp,Score,WL,Season,Playoffs,Min,ChK,ChD,ChA,ChKDA,ChSC,TwrD,TwrA,TwrSC,InhibD,InhibA,CS,CSOpp,CS20,CSOpp20,Jgl,Rvr,DrK,DrA,BrnK,BrnA,G(k)
15007,Dong 'ValySefu' Zhelin,SUP,TRP,EGA,0-1,L,2048,false,37.96426066419652,0,3,8,,,0,5,0,0,0,67,94,15,41,1,0,0,0,0,0,9.114320121526719
11198,Li 'HolyFist' Zhao,TOP,CIS,TUR,0-1,L,2048,false,37.04266620970684,1,5,1,,,1,5,-1,0,0,218,285,104,146,3,0,0,1,0,0,11.576033846920991
14784,Martínez 'Yoki3000' Flores,JGL,CIS,TUR,0-1,L,2048,false,37.04266620970684,1,6,1,,,0,3,0,0,0,131,302,55,72,67,3,0,0,0,0,10.77596098339167
14236,Murilo 'Belvador' Mariano,MID,CIS,TUR,0-1,L,2048,false,37.04266620970684,0,2,3,,,2,3,0,0,0,292,313,160,160,5,0,0,0,0,0,13.00227900990613
14237,Elias 'murrblur' Simon,ADC,CIS,TUR,0-1,L,2048,false,37.04266620970684,4,1,0,,,2,2,0,0,0,364,354,187,181,7,1,1,1,0,0,15.396684740311676
14614,Viacheslav 'VVulcan0' Nesterov,SUP,CIS,TUR,0-1,L,2048,false,37.04266620970684,0,5,3,,,0,4,0,0,0,62,110,31,51,0,0,0,1,0,0,7.794879896828584
11832,Thinh 'patpat44' Trần,TOP,CIS,TUR,0-1,L,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12674,Daniil 'cf4soda' Grigoryev,ADC,CIS,TUR,0-1,L,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14331,Andrey 'doomlavy' Velichkin,MID,CIS,TUR,0-1,L,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14033,Baylor 'twinrova' Holden,TOP,TUR,CIS,1-0,W,2048,false,37.04266620970684,7,1,8,,,3,9,0,0,1,285,218,146,104,9,1,0,2,0,2,16.41084545825657
13165,Okben 'Xiantrax' Gulaslan,JGL,TUR,CIS,1-0,W,2048,false,37.04266620970684,5,1,11,,,0,7,0,0,1,302,131,72,55,152,35,3,3,2,2,19.02185671685977
14719,Carl 'joac1120' Markusson,MID,TUR,CIS,1-0,W,2048,false,37.04266620970684,3,1,9,,,3,5,0,1,1,313,292,160,160,4,0,0,3,0,2,15.945426560166595
13088,Woobum 'MoeKyun' Song,ADC,TUR,CIS,1-0,W,2048,false,37.04266620970684,4,1,8,,,3,7,1,0,1,354,364,181,187,3,1,0,3,0,2,17.220572454769318
15426,Eunkwang 'OPnerfOP' Kim,SUP,TUR,CIS,1-0,W,2048,false,37.04266620970684,0,2,17,,,0,8,0,0,1,110,62,51,31,0,0,0,3,0,2,11.05569075301451
13410,Melih 'Yamagata' Sonmez,ADC,TUR,CIS,1-0,W,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14379,Zou 'LoLTigre' Yuchen,TOP,XTC,EEC,1-0,W,2048,false,35.53146928871494,5,0,11,,,2,6,0,0,1,279,212,149,131,6,0,0,1,0,1,15.062022083859185
13369,Max 'Clhronic' Jianghua,JGL,XTC,EEC,1-0,W,2048,false,35.53146928871494,5,2,10,,,0,6,0,0,1,176,188,37,100,83,5,1,1,1,1,14.03740726115775
12866,Tang 'ignite55' Wang,MID,XTC,EEC,1-0,W,2048,false,35.53146928871494,5,0,10,,,3,6,0,1,1,349,242,185,160,8,2,0,0,0,0,16.33030143603426
14638,Junhee 'Deavoll0' Kim,ADC,XTC,EEC,1-0,W,2048,false,35.53146928871494,3,0,10,,,2,7,0,0,1,347,322,185,182,7,3,1,1,0,0,15.789184349767702
11669,Zhu 'Bochen97' Yong,SUP,XTC,EEC,1-0,W,2048,false,35.53146928871494,0,2,15,,,0,7,1,0,1,110,68,32,56,0,0,0,2,0,1,9.855450637159604
13904,Zhu 'Buttered' Tao,MID,XTC,EEC,1-0,W,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12133,Dongwon 'davegold' Choi,TOP,EEC,XTC,0-1,L,2048,false,35.53146928871494,4,4,0,,,2,3,-1,0,0,212,279,131,149,4,1,0,1,0,0,11.673258067915267
13804,Tang 'Tiberyan' Yuchen,JGL,EEC,XTC,0-1,L,2048,false,35.53146928871494,0,3,2,,,0,2,0,0,0,188,176,100,37,99,16,1,1,0,0,12.264191883083834
14714,Wang 'Robyyb79' Wang,MID,EEC,XTC,0-1,L,2048,false,35.53146928871494,0,5,0,,,2,4,0,0,0,242,349,160,185,8,1,0,1,0,0,11.69399999999994
14002,Chulsoon 'ghostkot' Han,ADC,EEC,XTC,0-1,L,2048,false,35.53146928871494,0,1,0,,,2,2,0,0,0,322,347,182,185,5,1,0,1,0,0,13.399999999999949
15491,Zhou 'Revenant' Qi,SUP,EEC,XTC,0-1,L,2048,false,35.53146928871494,0,5,2,,,0,3,0,0,0,68,110,56,32,0,0,0,1,0,0,7.83889413955452
14752,Chen 'ordnas11' Wang,TOP,EL5,RVG,1-0,W,2048,false,34.97995994929516,2,2,7,,,2,7,0,0,1,235,223,118,124,5,2,1,1,0,1,12.892884890699058
13298,Conner 'rewicsad' Yuchen,JGL,EL5,RVG,1-0,W,2048,false,34.97995994929516,0,4,7,,,0,6,0,0,1,159,218,62,68,87,15,0,0,0,0,12.147673549043851
14456,Yanhao 'knotfold' Fu,MID,EL5,RVG,1-0,W,2048,false,34.97995994929516,3,2,4,,,3,5,0,1,1,289,310,174,173,4,1,1,1,1,1,14.358448089731516
15087,Tang 'pullrock' Tang,ADC,EL5,RVG,1-0,W,2048,false,34.97995994929516,5,1,4,,,3,5,0,0,1,348,274,194,164,2,0,0,0,0,0,16.284790759067683
15032,Yao 'Slapchop' Wang,SUP,EL5,RVG,1-0,W,2048,false,34.97995994929516,1,2,9,,,0,7,0,0,1,102,69,45,19,1,0,0,1,0,1,9.82916121378595
14879,Taruike 'joaoleao' Yong,ADC,EL5,RVG,1-0,W,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15014,Chris 'cieza123' Hu,TOP,EL5,RVG,1-0,W,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14899,Chen 'Ragewind' Qi,MID,EL5,RVG,1-0,W,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15002,Sun 'vhoang39' Chang,MID,EL5,RVG,1-0,W,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14697,Ajay 'luable21' Chang,TOP,RVG,EL5,0-1,L,2048,false,34.97995994929516,3,1,4,,,1,2,0,0,0,223,235,124,118,5,0,0,1,0,0,12.126726558243966
13375,Gabriel 'paulaa97' Castro,JGL,RVG,EL5,0-1,L,2048,false,34.97995994929516,3,1,4,,,0,2,0,0,0,218,159,68,62,109,7,2,2,0,0,13.718652781575514
12968,Taehoon 'shockeri' Song,MID,RVG,EL5,0-1,L,2048,false,34.97995994929516,4,1,5,,,1,1,0,0,0,310,289,173,174,6,3,0,2,0,0,14.31878762562396
12271,Santiago 'Viperoon' González,ADC,RVG,EL5,0-1,L,2048,false,34.97995994929516,1,4,2,,,2,2,0,0,0,274,348,164,194,3,0,0,2,0,0,12.414125375515901
15249,Sun 'Robdirob' Hu,SUP,RVG,EL5,0-1,L,2048,false,34.97995994929516,0,4,6,,,0,3,0,0,0,69,102,19,45,0,0,0,2,0,0,7.933369863463038
13708,Max 'hazard13' Peng,JGL,RVG,EL5,0-1,L,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11541,Hao 'alukeras' Chang,TOP,VEX,PRD,1-0,W,2048,false,39.93168520192343,4,4,10,,,2,6,0,0,1,265,266,149,114,10,2,0,1,0,0,15.28436576989942
14100,Wonjin 'maddog53' Cho,JGL,VEX,PRD,1-0,W,2048,false,39.93168520192343,5,2,9,,,0,6,0,0,1,286,190,84,69,143,15,2,2,0,0,18.268684032205428
14649,Zhou 'Odratsab' Fu,MID,VEX,PRD,1-0,W,2048,false,39.93168520192343,7,1,8,,,3,8,0,1,1,353,325,163,183,13,6,0,4,0,0,18.39394250229261
14455,Ji 'jamesjag' Chang,ADC,VEX,PRD,1-0,W,2048,false,39.93168520192343,5,2,10,,,3,8,0,0,1,393,318,189,165,8,2,2,3,0,0,18.12940121102622
14347,Alex 'KhaosSFN' Larentzakis,SUP,VEX,PRD,1-0,W,2048,false,39.93168520192343,0,3,17,,,0,7,0,0,1,97,64,39,6,0,0,0,3,0,0,10.671372862968848
14440,Tom 'freedomf' Jianiyou,TOP,PRD,VEX,0-1,L,2048,false,39.93168520192343,3,4,4,,,1,3,0,0,0,266,265,114,149,6,0,0,0,0,1,13.796800269170202
11996,Kwangmin 'xFlipper' Ha,JGL,PRD,VEX,0-1,L,2048,false,39.93168520192343,2,5,5,,,0,3,0,0,0,190,286,69,84,93,3,0,0,1,1,13.489479457327894
14969,Reese 'randro_b' Wright,MID,PRD,VEX,0-1,L,2048,false,39.93168520192343,5,4,2,,,2,2,0,0,0,325,353,183,163,13,3,0,0,0,1,15.599633512005553
14924,Zhou 'dumbo155' Tao,ADC,PRD,VEX,0-1,L,2048,false,39.93168520192343,2,4,4,,,1,2,0,0,0,318,393,165,189,3,0,0,0,0,1,14.544848187273
14881,Michel 'Juniozao' De Souza,SUP,PRD,VEX,0-1,L,2048,false,39.93168520192343,0,4,9,,,0,3,0,0,0,64,97,6,39,1,0,0,0,0,1,8.688589917547123
14391,Max 'LFBorbon' Fan,MID,PRD,VEX,0-1,L,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14837,Jinhong 'ZoinksXD' Lee,ADC,PRD,VEX,0-1,L,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14997,Gao 'Oompagus' Peng,MID,PRD,VEX,0-1,L,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14662,Xu 'vendys10' Yue,TOP,TC,VAE,1-0,W,2048,false,38.7528384012743,9,0,10,,,3,5,0,0,1,297,252,127,146,11,3,0,2,0,0,17.586369739362492
15000,Xue 'Dogasoul' Tang,JGL,TC,VAE,1-0,W,2048,false,38.7528384012743,5,2,9,,,0,7,0,0,1,223,189,57,87,123,19,2,2,0,0,16.479517916364756
13893,Yanhao 'The-oli1' Wang,MID,TC,VAE,1-0,W,2048,false,38.7528384012743,8,1,11,,,3,9,0,1,1,371,260,168,151,12,4,0,1,0,0,18.632956133989605
13357,Ted 'joac1120' Zhelin,ADC,TC,VAE,1-0,W,2048,false,38.7528384012743,1,0,13,,,3,5,0,0,1,418,310,177,182,8,1,1,2,0,0,17.623547274509708
15073,Justin 'djlolcio' Walker,SUP,TC,VAE,1-0,W,2048,false,38.7528384012743,0,2,18,,,0,6,1,0,1,116,70,46,40,1,1,0,3,0,0,10.981448161489904
14904,Solmin 'IPFreely' Yoo,TOP,VAE,TC,0-1,L,2048,false,38.7528384012743,0,4,3,,,1,3,0,0,0,252,297,146,127,7,2,0,0,0,1,12.50747033048843
13691,Jaewook 'iLinkizz' Seo,JGL,VAE,TC,0-1,L,2048,false,38.7528384012743,2,3,2,,,0,3,0,0,0,189,223,87,57,91,11,1,2,1,1,13.108097343597258
15556,Han 'Lavisano' Qi,MID,VAE,TC,0-1,L,2048,false,38.7528384012743,3,6,1,,,2,3,0,0,0,260,371,151,168,2,1,0,1,0,1,13.266969168418836
15229,Ji 'Legolas7' Jianlian,ADC,VAE,TC,0-1,L,2048,false,38.7528384012743,0,4,2,,,1,4,0,0,0,310,418,182,177,9,1,0,1,0,1,13.777521674491329
11883,Ziming 'N1sTaZzZ' Yue,SUP,VAE,TC,0-1,L,2048,false,38.7528384012743,0,6,3,,,0,4,-1,0,0,70,116,40,46,0,0,0,0,0,1,8.368343265536597
12608,Hojung 'Gouveiia' Jo,TOP,CH,RBL,0-1,L,2048,false,31.687502075981595,3,1,6,,,2,3,0,0,0,222,177,135,105,9,5,0,1,0,1,11.907751531022214
14394,Han 'sherlong' Zhengdong,JGL,CH,RBL,0-1,L,2048,false,31.687502075981595,2,1,8,,,0,3,-1,0,0,201,119,79,50,116,33,2,2,1,1,13.159469787822227
14672,Yanhao 'Mystugan' Ming,MID,CH,RBL,0-1,L,2048,false,31.687502075981595,10,2,3,,,1,4,0,0,0,270,213,168,134,5,0,0,2,0,1,14.126257466554055
14376,Baris 'Neivas10' Kilicli,ADC,CH,RBL,0-1,L,2048,false,31.687502075981595,1,1,6,,,1,3,0,0,0,303,289,189,182,5,1,0,2,0,1,13.122517461591313
14755,Zhizhi 'Jamal123' Zhengdong,SUP,CH,RBL,0-1,L,2048,false,31.687502075981595,0,2,10,,,0,3,0,0,0,98,48,53,33,0,0,0,2,0,1,8.463289129003197
14716,Wooyoung 'ZARAKIn1' Kim,TOP,CH,RBL,0-1,L,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14958,Ted 'Logernus' Meschery,TOP,CH,RBL,0-1,L,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12743,Yao 'Chilante' Xiang,TOP,RBL,CH,1-0,W,2048,false,31.687502075981595,4,3,1,,,3,6,1,0,1,177,222,105,135,5,0,0,0,0,0,11.212142736811915
13777,Taruike 'CapoJack' Muhao,JGL,RBL,CH,1-0,W,2048,false,31.687502075981595,1,2,4,,,0,6,0,0,0,119,201,50,79,58,1,0,0,0,0,10.167016401814776
15452,Zhu 'Moongaze' Xiang,MID,RBL,CH,1-0,W,2048,false,31.687502075981595,2,5,3,,,3,6,0,1,1,213,270,134,168,4,0,0,0,0,0,11.127874458821184
14576,Rokhyun 'drakemfk' Kim,ADC,RBL,CH,1-0,W,2048,false,31.687502075981595,0,2,2,,,3,6,0,0,1,289,303,182,189,8,0,0,0,0,0,12.42493242995081
13883,Yao 'lamfwemd' Delong,SUP,RBL,CH,1-0,W,2048,false,31.687502075981595,0,4,4,,,0,7,0,0,1,48,98,33,53,0,0,0,0,0,0,7.100540518058798
15414,Ziming 'Oskulock' Hu,ADC,RBL,CH,1-0,W,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13794,Pio 'MoeKyun' Castillo,TOP,LGD,VIC,0-1,L,2048,false,43.897372019276084,1,4,2,,,1,3,0,0,0,279,333,125,129,6,0,0,2,0,1,14.48314667505634
13133,Kwangjin 'pOpOmOmO' Lee,JGL,LGD,VIC,0-1,L,2048,false,43.897372019276084,0,5,2,,,0,3,-2,0,0,173,302,60,59,87,7,2,2,0,0,13.339738566273356
15101,Sydmill 'Nitriary' DeFares,MID,LGD,VIC,0-1,L,2048,false,43.897372019276084,3,4,3,,,2,4,0,0,0,340,402,168,158,8,2,0,2,0,1,16.435447502387177
15164,Jinqiu 'stagod07' Delong,ADC,LGD,VIC,0-1,L,2048,false,43.897372019276084,4,7,2,,,2,4,0,0,0,327,427,149,188,6,1,1,3,1,1,16.047704020863016
15391,Taehwan 'Juhler17' Jo,SUP,LGD,VIC,0-1,L,2048,false,43.897372019276084,0,6,6,,,0,5,0,0,0,88,141,36,19,0,0,0,3,0,1,10.065499409119962
14884,Joakim 'mrbobo97' Person,TOP,VIC,LGD,1-0,W,2048,false,43.897372019276084,5,1,16,,,2,5,0,0,1,333,279,129,125,7,2,0,1,0,2,18.357946145285847
13491,Youngsun 'Jveeyier' Kim,JGL,VIC,LGD,1-0,W,2048,false,43.897372019276084,4,1,18,,,0,6,2,0,1,302,173,59,60,144,11,1,1,2,2,20.126423203894003
13679,Przemyslaw 'sirellv2' Tomaszek,MID,VIC,LGD,1-0,W,2048,false,43.897372019276084,6,2,16,,,2,4,0,0,1,402,340,158,168,9,3,0,1,0,2,20.433498672207254
14580,Yuta 'Mojomaan' Watanabe,ADC,VIC,LGD,1-0,W,2048,false,43.897372019276084,11,1,14,,,4,5,0,1,1,427,327,188,149,4,1,1,2,0,2,22.391722542276664
13562,Andrew 'jcornt31' Pereira,SUP,VIC,LGD,1-0,W,2048,false,43.897372019276084,0,3,24,,,0,6,0,0,1,141,88,19,36,0,0,0,1,0,2,12.885204468393978
13966,Dong 'math9229' Wang,ADC,VIC,LGD,1-0,W,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12342,Julius 'wildhawk' DeFares,TOP,EVL,S10,1-0,W,2048,false,40.034906948582616,2,4,11,,,2,5,-1,0,1,278,315,120,157,14,3,0,1,0,2,15.638812835833535
13560,Han 'Jesterea' Wang,JGL,EVL,S10,1-0,W,2048,false,40.034906948582616,5,3,11,,,0,5,0,0,0,303,184,61,70,146,17,3,3,1,1,19.171617191158873
15057,Dong 'esquimo5' Hu,MID,EVL,S10,1-0,W,2048,false,40.034906948582616,9,1,6,,,3,6,0,1,1,350,310,141,157,6,1,0,2,1,2,18.80850392094513
12202,Ailun 'TrajdaCZ' Fangyu,ADC,EVL,S10,1-0,W,2048,false,40.034906948582616,4,0,13,,,3,7,0,0,1,449,305,187,165,13,6,0,3,0,1,19.95455609415717
13580,Will 'Drakojan' Anusionwu,SUP,EVL,S10,1-0,W,2048,false,40.034906948582616,0,0,20,,,0,6,0,0,1,130,31,54,23,0,0,0,3,0,2,11.947431130731268
14619,Ji 'Chrisf50' Hu,TOP,S10,EVL,0-1,L,2048,false,40.034906948582616,2,3,4,,,1,2,1,0,0,315,278,157,120,8,0,0,1,0,0,14.392858841596395
14805,Pawel 'thershey' Tomczyk,JGL,S10,EVL,0-1,L,2048,false,40.034906948582616,2,6,2,,,0,1,0,0,0,184,303,70,61,90,7,0,0,0,0,12.8033411345493
14708,Janghun 'cipojo11' Kim,MID,S10,EVL,0-1,L,2048,false,40.034906948582616,2,2,4,,,2,4,0,0,0,310,350,157,141,8,2,0,1,0,0,14.233372226360936
14670,Luca 'teahouse' Zilli,ADC,S10,EVL,0-1,L,2048,false,40.034906948582616,2,4,1,,,1,1,0,0,0,305,449,165,187,7,1,1,1,0,0,13.960244234794784
13057,Lonnie 'Attidack' Jackson,SUP,S10,EVL,0-1,L,2048,false,40.034906948582616,0,5,4,,,0,3,0,0,0,31,130,23,54,0,0,0,1,0,0,7.4539822393960025
14181,Bosung 'zabapuen' Oh,TOP,TEN,THB,1-0,W,2048,false,46.423073078452205,6,3,12,,,3,7,0,0,2,310,363,110,159,7,2,0,2,0,1,18.982607704599072
14382,Dayun 'Tabletop' Jeon,JGL,TEN,THB,1-0,W,2048,false,46.423073078452205,2,1,16,,,0,8,0,0,1,299,194,63,49,136,14,2,2,1,1,19.761539144040203
15125,Thien 'vanc5009' Nguyễn,MID,TEN,THB,1-0,W,2048,false,46.423073078452205,6,3,11,,,3,8,0,1,1,397,383,158,176,7,0,0,2,0,1,20.70346891106682
12488,Wang 'mardombh' Delong,ADC,TEN,THB,1-0,W,2048,false,46.423073078452205,7,3,10,,,4,7,0,1,2,394,431,172,190,9,1,0,2,0,1,21.117652241397987
14344,Seunghwan 'Jinetics' Lee,ADC,TEN,THB,1-0,W,2048,false,46.423073078452205,0,2,17,,,0,7,0,0,2,140,80,23,39,0,0,1,3,0,1,13.03916973936177
15461,Yao 'musmaker' Shang,JGL,TEN,THB,1-0,W,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11535,Dong 'Tilman44' Shang,TOP,THB,TEN,0-1,L,2048,false,46.423073078452205,7,2,4,,,1,4,0,0,0,363,310,159,110,16,4,0,1,0,1,18.477323349183067
12265,Ted 'Deidrick' Yuchen,JGL,THB,TEN,0-1,L,2048,false,46.423073078452205,1,5,6,,,0,2,0,0,0,194,299,49,63,109,11,1,1,1,1,15.102358295874415
13724,Kent 'Juhler17' Meschery,MID,THB,TEN,0-1,L,2048,false,46.423073078452205,1,4,7,,,2,2,0,0,0,383,397,176,158,8,1,1,3,0,1,17.299015366020665
12957,Yi 'Zigfried' Ming,ADC,THB,TEN,0-1,L,2048,false,46.423073078452205,2,4,6,,,2,3,0,0,0,431,394,190,172,3,1,1,2,0,1,18.695325480755912
12449,Ji 'tukitori' Yuyang,SUP,THB,TEN,0-1,L,2048,false,46.423073078452205,1,6,9,,,0,4,0,0,0,80,140,39,23,2,0,0,3,0,1,10.698855569909757
13347,Albert 'arkanian' Nnamaka,TOP,CG,Fl1,0-1,L,2048,false,45.79123678905778,1,4,2,,,1,5,0,0,0,304,347,141,132,5,1,0,1,0,0,14.941278075500957
14895,Jaehyo 'Arctarus' Jang,JGL,CG,Fl1,0-1,L,2048,false,45.79123678905778,2,5,3,,,0,5,0,0,0,211,316,37,96,106,2,1,1,0,0,15.16364762503701
15541,Kiyong 'Charlene' Lee,MID,CG,Fl1,0-1,L,2048,false,45.79123678905778,2,7,2,,,3,3,0,0,0,307,443,150,167,2,0,0,0,0,0,15.334964308647766
13745,Jihwan 'bobsters' Jeon,ADC,CG,Fl1,0-1,L,2048,false,45.79123678905778,1,3,3,,,2,4,0,0,0,384,502,157,198,3,0,0,0,0,0,16.77950350429092
13317,Moongyu 'IPFreely' Jung,SUP,CG,Fl1,0-1,L,2048,false,45.79123678905778,0,7,5,,,0,6,0,0,0,57,163,21,41,0,0,0,1,0,0,9.396611804052652
13296,Kamil 'jaqni000' Chylinski,SUP,CG,Fl1,0-1,L,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14796,Jinsu 'renicade' Lee,TOP,Fl1,CG,1-0,W,2048,false,45.79123678905778,6,1,11,,,3,8,0,0,1,347,304,132,141,11,3,0,3,0,2,19.47203327806463
15316,Sungjin 'Toteiiii' Kim,JGL,Fl1,CG,1-0,W,2048,false,45.79123678905778,5,3,15,,,0,5,0,0,1,316,211,96,37,158,36,3,3,2,2,21.24035993196916
14906,Andy 'Nietsnie' Tabuse,MID,Fl1,CG,1-0,W,2048,false,45.79123678905778,8,0,12,,,3,6,0,1,1,443,307,167,150,12,5,0,4,0,2,22.133018433303373
15097,Kyeore 'Jugitive' Son,ADC,Fl1,CG,1-0,W,2048,false,45.79123678905778,6,1,13,,,2,6,0,0,1,502,384,198,157,16,8,1,4,0,2,23.286136958987505
15306,Juyoung 'iwerson2' Roh,SUP,Fl1,CG,1-0,W,2048,false,45.79123678905778,1,1,20,,,0,7,0,0,1,163,57,41,21,1,1,0,4,0,2,14.025550028154331
13750,Euijin 'capamiky' Lee,TOP,TDC,SS,1-0,W,2048,false,44.65718895388511,7,4,6,,,4,9,0,0,1,310,327,153,122,10,1,0,2,0,2,18.14619513383715
12679,Hongki 'miyukira' Heo,JGL,TDC,SS,1-0,W,2048,false,44.65718895388511,2,3,9,,,0,9,-3,0,1,185,275,60,63,88,11,1,1,2,2,16.156172768878186
14628,Hyunseung 'Viperoon' Yoo,MID,TDC,SS,1-0,W,2048,false,44.65718895388511,4,4,7,,,3,7,0,0,1,352,392,160,176,4,1,1,2,0,2,18.340410631111702
14537,Yasutaka 'albert11' Tabuse,ADC,TDC,SS,1-0,W,2048,false,44.65718895388511,3,1,9,,,4,7,0,1,1,477,354,218,150,10,2,0,1,0,2,20.950236639635598
13889,Jihwan 'Roccorii' Kim,SUP,TDC,SS,1-0,W,2048,false,44.65718895388511,0,3,11,,,0,8,0,0,1,101,90,56,31,0,0,0,2,0,2,11.74476405560298
13251,Junhyung 'fran4025' Lee,TOP,SS,TDC,0-1,L,2048,false,44.65718895388511,3,4,6,,,2,4,3,0,0,327,310,122,153,7,1,0,3,1,1,16.907626586560667
13896,Chris 'thoraxia' Xiang,JGL,SS,TDC,0-1,L,2048,false,44.65718895388511,5,1,4,,,0,5,0,0,0,275,185,63,60,145,17,1,1,0,0,18.663818355309946
13303,Daeyeol 'sebacote' Moon,MID,SS,TDC,0-1,L,2048,false,44.65718895388511,5,3,6,,,2,2,0,0,0,392,352,176,160,10,1,1,3,0,0,18.96379556408687
14567,Sangho 'Zolmec96' Kim,ADC,SS,TDC,0-1,L,2048,false,44.65718895388511,1,5,6,,,2,1,0,0,0,354,477,150,218,5,1,1,2,0,0,16.69112471430193
14979,Dongbin 'achadian' Kim,SUP,SS,TDC,0-1,L,2048,false,44.65718895388511,1,3,11,,,0,4,0,0,0,90,101,31,56,1,0,0,3,0,1,11.023010939385472
14304,Taruike 'EvilImp' Yong,TOP,IND,AUS,1-0,W,2048,false,45.00753657520977,6,1,15,,,2,8,0,0,2,388,252,144,120,19,6,0,0,0,1,20.207622727370403
13399,Jaewook 'tutoness' Kim,JGL,IND,AUS,1-0,W,2048,false,45.00753657520977,8,2,13,,,0,5,0,0,2,305,186,84,58,149,26,1,1,1,1,21.29213392763763
14491,Dominik 'Naderneo' Stelmach,MID,IND,AUS,1-0,W,2048,false,45.00753657520977,7,1,12,,,3,4,0,2,2,406,360,157,172,11,3,2,4,0,1,20.62278613738518
13735,Hao 'CrydonPT' Hu,ADC,IND,AUS,1-0,W,2048,false,45.00753657520977,5,4,14,,,4,6,0,0,2,399,401,149,183,10,3,0,0,0,1,19.985350430854783
14094,Kyuseok 'DawidDTE' Yoon,SUP,IND,AUS,1-0,W,2048,false,45.00753657520977,0,3,22,,,0,9,0,0,2,143,86,33,36,0,0,0,2,0,1,12.99730385491563
13313,Valerio 'Draskooo' Infante,TOP,AUS,IND,0-1,L,2048,false,45.00753657520977,1,8,6,,,1,3,0,0,0,252,388,120,144,8,2,0,1,0,1,14.161740731079252
13306,Hansol 'SerKoo59' Jeong,JGL,AUS,IND,0-1,L,2048,false,45.00753657520977,3,5,6,,,0,3,0,0,0,186,305,58,84,98,7,1,1,1,1,15.209298803568524
14723,Seewoo 'pecellin' Kim,MID,AUS,IND,0-1,L,2048,false,45.00753657520977,4,4,4,,,3,5,0,0,0,360,406,172,157,9,1,0,1,0,1,17.462201110276578
14930,Ryan 'iLinkizz' Krslovic,ADC,AUS,IND,0-1,L,2048,false,45.00753657520977,3,3,6,,,2,3,0,0,0,401,399,183,149,6,0,0,1,0,0,17.788055578564876
15029,Jihu 'Controvi' Kwon,SUP,AUS,IND,0-1,L,2048,false,45.00753657520977,0,6,10,,,0,5,0,0,0,86,143,36,33,0,0,0,1,0,0,10.345281911324507
14844,Dong 'T0st4sMe' Jianiyou,JGL,AUS,IND,0-1,L,2048,false,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14559,Adem 'Ekrinain' Kaya,TOP,FDR,BCH,0-1,L,2048,false,38.47082708757001,7,1,6,,,2,4,0,0,1,291,233,136,122,10,7,0,0,0,0,15.305972578417606
13400,Woohyung 'Gurizojc' Lee,JGL,FDR,BCH,0-1,L,2048,false,38.47082708757001,3,3,5,,,0,5,0,0,1,217,196,67,49,112,20,0,0,0,0,14.660432619516644
13061,Taishi 'Timeline' Okayama,MID,FDR,BCH,0-1,L,2048,false,38.47082708757001,2,3,5,,,3,5,0,1,1,308,324,171,168,3,1,0,0,0,0,14.312861661207826
13536,Junhong 'Gregward' Seo,ADC,FDR,BCH,0-1,L,2048,false,38.47082708757001,1,3,5,,,2,2,-2,0,1,330,372,181,181,10,1,0,0,0,0,14.659393896434828
13359,Song 'thybeast' Qi,SUP,FDR,BCH,0-1,L,2048,false,38.47082708757001,0,3,8,,,0,4,0,0,1,73,86,37,36,0,0,0,0,0,0,8.66542626620198
13664,Eunkwang 'Logernus' Oh,TOP,BCH,FDR,1-0,W,2048,false,38.47082708757001,5,4,5,,,2,5,0,0,1,233,291,122,136,8,0,0,1,0,1,14.658857775903353
